MEMBER_NO,y_train
бо00059407,1
бо00029487,0
бо00004735,0
бо00025817,0
бо00006613,0
бо00062554,0
бо00007622,0
бо00014451,0
бо00038380,1
бо00024286,0
бо00026249,0
бо00032842,0
бо00059669,0
бо00031174,0
бо00042355,1
бо00052924,0
бо00002214,0
бо00019017,0
бо00003826,1
бо00037882,0
бо00031679,0
бо00028073,0
бо00036748,1
бо00028189,0
бо00045588,0
бо00000490,1
бо00056791,0
бо00039874,0
бо00021156,0
бо00013730,1
бо00022960,1
бо00001826,1
бо00053393,0
бо00060062,0
бо00047131,0
бо00057368,1
бо00003980,1
бо00006006,1
бо00044683,0
бо00056104,0
бо00022362,1
бо00048118,0
бо00051245,1
бо00000884,0
бо00027904,1
бо00002389,0
бо00045431,0
бо00024555,1
бо00000932,0
бо00037994,0
бо00039309,0
бо00047614,1
бо00053774,0
бо00005989,1
бо00054263,1
бо00062747,1
бо00033264,1
бо00010174,0
бо00036448,0
бо00031244,0
бо00007506,0
бо00004671,1
бо00040550,0
бо00007538,0
бо00053908,0
бо00024694,0
бо00025893,0
бо00055189,1
бо00050851,1
бо00060775,0
бо00042207,1
бо00002675,0
бо00006253,0
бо00046670,1
бо00056564,0
бо00061999,1
бо00041135,0
бо00007979,0
бо00036102,0
бо00024846,0
бо00062606,0
бо00039750,0
бо00006127,1
бо00047008,1
бо00057951,0
бо00037284,0
бо00001434,1
бо00026231,1
бо00019029,0
бо00057544,0
бо00024506,0
бо00004653,1
бо00018417,0
бо00039579,0
бо00053960,1
бо00014811,0
бо00026005,1
бо00029279,1
бо00025631,1
бо00057095,0
бо00034782,1
бо00000673,0
бо00044161,0
бо00008088,1
бо00008255,0
бо00059531,0
бо00048706,1
бо00027924,0
бо00006758,1
бо00030622,0
бо00038440,1
бо00030245,1
бо00006439,0
бо00037236,1
бо00019982,0
бо00058435,1
бо00015468,0
бо00021408,1
бо00059898,0
бо00021598,1
бо00027362,0
бо00026960,0
бо00003192,0
бо00039549,1
бо00047680,1
бо00001309,1
бо00050668,1
бо00010469,1
бо00051497,0
бо00010628,0
бо00052873,0
бо00007185,1
бо00052305,0
бо00031245,1
бо00048618,0
бо00041580,0
бо00042532,0
бо00053297,0
бо00062934,0
бо00041711,1
бо00026661,0
бо00062584,0
бо00017454,0
бо00022238,1
бо00040207,0
бо00038279,1
бо00001002,1
бо00033875,1
бо00047933,0
бо00028808,0
бо00031733,0
бо00009809,1
бо00061014,1
бо00043463,0
бо00028365,1
бо00011550,0
бо00015855,1
бо00031656,0
бо00007548,0
бо00059004,0
бо00003984,0
бо00049368,1
бо00019634,1
бо00028598,1
бо00009141,1
бо00009022,1
бо00029204,0
бо00042487,1
бо00045117,0
бо00040022,0
бо00040167,0
бо00037359,0
бо00001554,1
бо00061113,1
бо00037967,1
бо00021340,0
бо00055328,0
бо00017657,0
бо00042798,0
бо00014889,0
бо00049935,1
бо00055299,1
бо00000682,0
бо00052862,0
бо00040843,0
бо00028444,0
бо00031625,0
бо00050129,0
бо00018223,0
бо00022005,0
бо00011148,0
бо00026918,0
бо00019066,0
бо00042287,0
бо00006966,1
бо00043581,1
бо00022257,0
бо00055874,0
бо00011654,0
бо00025999,1
бо00029006,1
бо00009848,0
бо00002487,0
бо00037148,0
бо00028812,0
бо00056785,1
бо00046983,0
бо00048838,0
бо00016517,1
бо00038764,1
бо00017572,1
бо00025080,1
бо00041515,0
бо00046075,1
бо00016027,0
бо00032470,0
бо00005419,1
бо00044227,1
бо00019164,0
бо00024254,0
бо00040794,0
бо00019042,1
бо00012526,0
бо00016134,1
бо00044906,0
бо00057518,0
бо00001871,1
бо00048977,1
бо00020488,0
бо00061320,1
бо00009113,0
бо00015339,0
бо00015540,0
бо00034396,1
бо00002734,0
бо00000525,1
бо00054570,0
бо00041779,0
бо00057283,0
бо00027247,0
бо00037374,0
бо00037194,1
бо00007112,0
бо00010643,1
бо00043140,0
бо00006793,1
бо00000139,1
бо00015359,0
бо00052567,1
бо00028090,0
бо00014068,1
бо00055077,1
бо00016425,1
бо00023164,1
бо00047753,0
бо00060587,0
бо00008855,0
бо00013570,0
бо00050516,1
бо00061518,0
бо00019034,0
бо00002188,1
бо00022919,0
бо00020077,1
бо00048390,0
бо00032119,0
бо00048920,0
бо00035799,0
бо00048230,0
бо00048543,0
бо00059420,0
бо00018823,0
бо00016637,0
бо00009829,0
бо00039927,0
бо00054000,0
бо00000267,0
бо00040681,1
бо00003649,1
бо00004202,0
бо00042443,0
бо00059786,1
бо00014138,1
бо00047489,0
бо00032126,0
бо00012189,0
бо00050821,0
бо00019222,0
бо00015161,1
бо00017136,0
бо00045155,1
бо00022351,0
бо00026142,0
бо00049518,1
бо00041098,0
бо00062327,0
бо00057126,0
бо00041438,1
бо00026780,0
бо00044689,1
бо00027034,0
бо00001067,0
бо00039758,0
бо00023179,0
бо00027331,0
бо00009342,0
бо00000376,1
бо00037431,0
бо00035473,0
бо00019660,0
бо00045016,0
бо00038905,0
бо00039323,0
бо00059147,0
бо00008099,1
бо00060272,0
бо00001427,1
бо00012382,1
бо00029061,1
бо00041966,1
бо00046080,1
бо00016209,0
бо00054627,1
бо00020981,1
бо00007894,1
бо00026755,0
бо00042079,0
бо00001370,0
бо00060544,0
бо00036676,0
бо00009243,0
бо00061677,0
бо00046804,0
бо00004106,1
бо00025864,0
бо00041862,0
бо00000297,1
бо00033907,0
бо00049237,1
бо00061163,1
бо00054707,0
бо00027005,0
бо00062712,1
бо00040299,0
бо00040940,1
бо00018913,0
бо00011486,0
бо00021508,0
бо00062245,1
бо00017901,1
бо00043505,0
бо00010934,0
бо00062005,0
бо00007950,1
бо00057254,1
бо00054565,0
бо00000609,1
бо00058546,1
бо00019208,1
бо00047237,0
бо00046614,1
бо00021234,0
бо00029481,1
бо00058120,0
бо00057046,0
бо00001196,0
бо00051346,0
бо00016203,0
бо00002010,0
бо00051011,0
бо00015978,1
бо00022121,1
бо00050047,0
бо00021679,0
бо00024895,0
бо00018807,0
бо00022183,0
бо00060791,0
бо00020398,0
бо00055280,1
бо00053552,0
бо00003343,0
бо00050459,0
бо00041506,0
бо00022759,0
бо00050327,1
бо00023810,1
бо00046549,0
бо00011447,0
бо00060242,1
бо00021809,0
бо00031683,0
бо00022867,0
бо00041832,0
бо00006090,0
бо00040929,0
бо00059375,0
бо00057943,0
бо00023533,0
бо00044076,1
бо00043201,1
бо00059459,1
бо00018042,0
бо00031275,0
бо00043508,0
бо00044849,0
бо00018930,0
бо00055094,0
бо00050435,1
бо00023061,0
бо00047579,1
бо00010018,0
бо00002120,0
бо00055592,0
бо00058014,0
бо00010667,0
бо00033355,1
бо00041473,0
бо00002866,1
бо00037935,0
бо00034404,1
бо00038927,0
бо00032524,0
бо00006039,1
бо00057861,1
бо00054716,0
бо00011926,0
бо00025473,1
бо00058973,1
бо00027343,1
бо00042138,1
бо00014706,0
бо00028401,0
бо00021552,0
бо00025324,0
бо00005524,0
бо00027167,0
бо00058218,0
бо00037714,1
бо00012499,0
бо00061949,1
бо00037929,1
бо00019949,1
бо00048065,0
бо00019217,0
бо00030445,1
бо00022116,0
бо00042777,1
бо00060505,0
бо00059121,0
бо00038067,0
бо00027059,1
бо00055967,0
бо00030801,0
бо00002030,1
бо00009326,1
бо00002705,0
бо00050352,0
бо00062819,1
бо00018886,0
бо00013971,1
бо00015661,0
бо00014881,1
бо00052604,0
бо00026696,0
бо00026450,0
бо00057838,0
бо00016473,1
бо00009917,1
бо00025594,1
бо00030432,1
бо00024459,1
бо00044241,1
бо00016336,0
бо00041873,1
бо00015774,0
бо00048827,1
бо00042176,0
бо00007058,1
бо00045100,1
бо00008678,0
бо00028604,1
бо00020379,0
бо00028102,0
бо00015188,1
бо00042812,1
бо00037763,1
бо00037663,0
бо00062183,0
бо00038294,0
бо00043828,0
бо00016484,0
бо00026279,1
бо00024251,0
бо00056374,0
бо00024773,1
бо00007713,0
бо00040751,1
бо00022277,0
бо00001755,1
бо00014129,0
бо00024159,0
бо00055621,0
бо00056287,0
бо00029469,1
бо00047985,1
бо00027682,1
бо00024603,0
бо00058811,1
бо00004019,0
бо00040567,1
бо00022882,1
бо00045347,0
бо00024844,1
бо00053527,0
бо00019228,0
бо00000858,0
бо00042120,1
бо00042250,0
бо00039709,0
бо00010988,0
бо00059096,1
бо00009421,1
бо00038689,0
бо00062366,1
бо00019375,0
бо00025221,0
бо00026432,1
бо00014000,0
бо00004972,1
бо00058531,0
бо00061457,0
бо00059918,0
бо00055739,0
бо00008982,1
бо00047788,0
бо00061016,0
бо00033524,1
бо00013303,1
бо00034762,1
бо00033554,1
бо00050830,0
бо00010652,0
бо00047591,0
бо00027529,0
бо00035828,0
бо00036460,0
бо00016627,0
бо00037145,1
бо00001335,0
бо00031303,0
бо00057222,1
бо00030646,1
бо00001285,0
бо00061706,1
бо00025457,0
бо00014944,0
бо00027231,1
бо00021844,0
бо00000072,0
бо00037744,0
бо00044767,1
бо00049248,0
бо00030974,0
бо00006885,0
бо00045365,1
бо00051405,1
бо00030101,0
бо00019004,0
бо00003852,0
бо00053906,0
бо00058601,0
бо00038648,0
бо00058745,0
бо00008624,1
бо00021688,0
бо00056585,0
бо00012109,1
бо00009269,0
бо00032150,0
бо00026219,0
бо00054125,0
бо00062246,0
бо00045556,0
бо00007119,1
бо00017980,1
бо00061179,1
бо00003381,1
бо00046977,1
бо00048701,0
бо00001054,0
бо00018126,1
бо00060456,0
бо00057787,0
бо00055750,1
бо00030369,1
бо00023907,1
бо00055525,0
бо00058106,0
бо00035844,0
бо00040497,1
бо00003705,1
бо00042495,1
бо00025116,0
бо00020281,1
бо00033357,1
бо00011621,0
бо00055851,1
бо00022314,1
бо00051879,1
бо00022103,0
бо00042824,1
бо00024013,1
бо00025867,0
бо00009202,1
бо00057959,0
бо00017725,0
бо00058188,0
бо00043612,0
бо00049959,0
бо00055707,1
бо00030104,0
бо00021749,1
бо00047117,1
бо00003324,0
бо00020980,0
бо00050339,1
бо00029045,0
бо00023117,0
бо00028505,0
бо00001341,0
бо00030573,1
бо00016805,0
бо00004332,0
бо00033109,0
бо00003152,0
бо00053801,0
бо00012248,0
бо00014745,1
бо00001461,1
бо00043015,1
бо00053094,0
бо00020446,0
бо00014540,0
бо00033926,0
бо00039270,1
бо00001387,1
бо00010340,0
бо00017897,0
бо00034840,0
бо00013970,1
бо00033152,1
бо00014819,1
бо00025389,1
бо00062863,0
бо00044041,1
бо00033726,0
бо00052629,1
бо00046853,1
бо00037949,1
бо00049721,0
бо00007955,0
бо00061708,0
бо00054498,0
бо00039440,1
бо00003007,0
бо00060545,1
бо00055942,0
бо00045000,0
бо00054329,1
бо00037139,0
бо00054476,0
бо00043571,0
бо00021956,1
бо00013288,0
бо00061110,0
бо00006657,1
бо00049936,0
бо00055665,0
бо00021489,0
бо00054488,0
бо00036111,1
бо00034304,1
бо00003059,0
бо00057634,0
бо00025035,0
бо00005410,1
бо00027448,1
бо00039686,1
бо00030134,1
бо00036566,0
бо00024884,0
бо00058715,1
бо00000057,0
бо00017252,1
бо00062867,1
бо00001272,0
бо00018585,1
бо00053277,1
бо00017583,0
бо00003767,0
бо00020224,0
бо00002334,1
бо00058431,0
бо00049032,0
бо00004294,0
бо00024006,0
бо00059226,1
бо00028546,0
бо00008557,0
бо00022837,1
бо00010836,0
бо00001457,0
бо00044883,0
бо00057402,1
бо00023751,0
бо00037101,1
бо00053389,0
бо00044372,0
бо00051034,1
бо00005958,1
бо00046390,0
бо00031441,0
бо00009490,1
бо00034557,1
бо00006275,1
бо00059983,0
бо00005581,1
бо00012405,1
бо00050445,1
бо00034143,0
бо00062802,1
бо00062208,0
бо00041752,1
бо00057435,1
бо00027920,0
бо00045270,1
бо00036673,1
бо00042717,0
бо00060983,0
бо00014464,1
бо00048501,0
бо00033648,0
бо00021549,0
бо00052321,0
бо00033335,0
бо00011572,0
бо00039370,0
бо00052546,1
бо00054248,1
бо00011793,0
бо00022719,0
бо00035760,0
бо00042725,1
бо00011927,0
бо00044963,0
бо00023253,1
бо00008479,0
бо00051749,1
бо00049930,0
бо00027474,1
бо00057302,0
бо00023825,0
бо00026742,0
бо00058878,1
бо00042159,0
бо00006581,1
бо00018730,1
бо00049408,0
бо00017344,1
бо00006182,1
бо00038662,1
бо00024878,1
бо00047581,0
бо00011466,0
бо00021532,0
бо00021247,0
бо00030231,0
бо00026767,0
бо00029581,0
бо00056948,0
бо00030713,0
бо00056535,0
бо00008193,1
бо00041712,0
бо00055616,1
бо00019120,1
бо00034270,0
бо00006493,1
бо00057348,1
бо00001390,0
бо00001172,0
бо00046530,1
бо00045571,0
бо00048315,1
бо00028372,0
бо00061893,0
бо00049357,0
бо00059334,1
бо00030937,0
бо00014413,1
бо00046130,0
бо00061894,0
бо00022112,0
бо00036379,1
бо00061925,0
бо00026141,1
бо00031254,0
бо00021636,0
бо00045260,0
бо00027412,1
бо00030038,0
бо00003954,1
бо00021421,0
бо00012280,1
бо00060241,1
бо00021142,0
бо00050968,0
бо00015800,0
бо00016965,0
бо00020847,0
бо00048571,0
бо00048369,0
бо00047108,0
бо00003594,1
бо00005863,1
бо00030484,1
бо00025616,0
бо00015762,0
бо00018664,0
бо00000070,0
бо00007707,0
бо00004876,1
бо00012279,1
бо00010670,1
бо00000187,0
бо00044147,0
бо00057520,0
бо00016300,1
бо00047950,0
бо00030723,0
бо00023292,0
бо00028100,0
бо00032834,1
бо00000052,0
бо00023522,0
бо00055969,1
бо00004147,1
бо00011057,0
бо00058429,0
бо00000705,0
бо00038441,0
бо00035913,1
бо00009862,0
бо00047758,0
бо00054319,1
бо00005331,1
бо00036756,1
бо00048965,0
бо00029648,0
бо00010859,1
бо00053952,0
бо00001992,1
бо00006280,0
бо00013103,1
бо00031361,0
бо00057781,0
бо00054892,0
бо00059395,1
бо00009584,0
бо00055949,1
бо00060820,0
бо00043679,0
бо00029345,0
бо00062727,0
бо00059939,0
бо00008304,0
бо00008438,0
бо00031893,0
бо00017278,0
бо00021918,1
бо00046252,0
бо00003187,0
бо00016030,0
бо00007429,1
бо00027598,0
бо00023760,1
бо00035544,0
бо00022820,0
бо00005667,1
бо00051563,1
бо00053106,0
бо00032124,1
бо00011387,1
бо00023045,1
бо00040410,0
бо00052088,0
бо00060808,0
бо00017722,0
бо00037272,0
бо00046406,1
бо00059656,0
бо00044966,0
бо00028587,0
бо00032782,0
бо00035860,0
бо00022607,0
бо00030982,0
бо00010485,0
бо00036752,0
бо00052169,1
бо00008972,1
бо00032637,1
бо00060542,1
бо00058789,1
бо00006944,0
бо00026906,1
бо00041182,1
бо00045608,0
бо00011992,0
бо00016216,0
бо00051278,1
бо00058109,1
бо00045506,1
бо00029816,0
бо00030120,0
бо00012308,1
бо00045716,0
бо00026982,0
бо00051604,0
бо00021487,0
бо00053935,0
бо00051773,0
бо00002619,0
бо00053285,0
бо00005282,1
бо00061515,1
бо00011916,0
бо00047991,1
бо00033607,0
бо00028877,1
бо00021098,0
бо00008351,1
бо00059382,1
бо00028017,1
бо00034121,0
бо00017996,0
бо00009103,0
бо00054118,0
бо00049056,0
бо00047134,0
бо00004538,1
бо00039693,0
бо00016121,0
бо00055761,0
бо00007605,1
бо00036936,0
бо00003814,0
бо00026300,0
бо00020846,1
бо00013662,0
бо00041142,1
бо00024288,0
бо00042830,0
бо00018310,1
бо00031291,0
бо00000507,1
бо00000405,0
бо00059098,0
бо00033749,0
бо00037501,0
бо00025680,1
бо00020799,0
бо00026873,0
бо00038106,0
бо00062486,1
бо00015528,1
бо00026057,1
бо00034540,1
бо00013179,0
бо00028870,0
бо00022556,1
бо00022746,1
бо00012757,0
бо00059042,1
бо00053158,0
бо00061029,1
бо00027393,1
бо00043601,0
бо00058493,1
бо00014359,0
бо00019472,0
бо00026627,1
бо00018769,0
бо00040889,1
бо00003575,1
бо00037699,0
бо00021857,1
бо00008931,0
бо00026208,0
бо00041058,0
бо00046639,1
бо00032776,1
бо00001245,1
бо00024653,1
бо00061159,0
бо00032858,0
бо00040574,0
бо00015184,0
бо00026930,1
бо00061273,1
бо00041759,0
бо00061892,0
бо00035274,1
бо00022489,1
бо00051753,1
бо00044601,1
бо00033110,0
бо00057179,1
бо00047226,0
бо00051001,0
бо00028840,0
бо00054898,1
бо00033747,0
бо00016558,0
бо00050550,0
бо00050329,1
бо00058906,1
бо00049883,1
бо00008259,0
бо00059167,1
бо00018953,0
бо00057572,1
бо00049471,0
бо00025117,0
бо00023247,0
бо00012081,1
бо00057589,0
бо00016143,1
бо00056302,0
бо00058073,0
бо00000041,0
бо00042832,0
бо00003580,1
бо00010520,1
бо00043952,0
бо00024043,1
бо00000074,1
бо00016736,0
бо00018349,0
бо00042371,1
бо00020540,1
бо00033286,1
бо00041216,0
бо00007975,1
бо00022371,1
бо00048660,1
бо00031353,1
бо00027475,1
бо00013622,1
бо00046552,0
бо00009892,0
бо00016448,0
бо00002728,0
бо00051595,0
бо00012239,0
бо00051315,0
бо00009194,1
бо00002103,1
бо00032093,0
бо00055125,0
бо00055624,1
бо00058830,1
бо00054698,1
бо00042082,0
бо00021608,1
бо00034651,0
бо00048778,0
бо00031147,0
бо00046862,0
бо00060304,0
бо00023304,0
бо00026502,0
бо00002217,0
бо00022168,0
бо00001319,1
бо00053224,0
бо00003479,0
бо00048715,1
бо00003140,1
бо00005829,1
бо00030330,0
бо00007311,0
бо00052942,0
бо00060759,1
бо00031392,1
бо00019532,0
бо00017458,0
бо00021453,0
бо00044640,1
бо00011519,0
бо00025412,0
бо00025128,0
бо00014441,1
бо00060854,1
бо00009916,1
бо00007461,1
бо00023012,1
бо00021862,1
бо00010374,0
бо00008820,1
бо00019474,0
бо00042613,0
бо00042104,0
бо00054503,0
бо00038790,0
бо00017957,0
бо00017310,1
бо00012969,0
бо00044439,0
бо00033072,0
бо00052940,0
бо00037113,0
бо00020064,0
бо00005223,0
бо00030908,0
бо00011335,1
бо00037416,1
бо00052800,1
бо00047749,0
бо00014387,0
бо00044452,1
бо00000209,1
бо00010405,0
бо00032547,0
бо00031959,1
бо00044712,0
бо00017716,1
бо00002605,1
бо00021395,1
бо00041503,1
бо00044135,1
бо00019301,0
бо00021965,0
бо00045734,0
бо00059580,0
бо00007200,1
бо00010850,1
бо00033117,1
бо00022228,1
бо00055027,0
бо00043948,0
бо00032434,1
бо00048296,1
бо00020978,0
бо00037318,1
бо00053897,1
бо00050060,1
бо00021630,0
бо00046330,1
бо00008274,1
бо00000953,0
бо00027778,0
бо00032886,1
бо00019224,0
бо00015427,0
бо00048467,1
бо00039341,1
бо00022102,0
бо00049766,1
бо00011935,1
бо00009804,1
бо00042314,0
бо00048522,0
бо00057674,0
бо00061795,0
бо00016723,1
бо00031328,0
бо00039519,0
бо00021786,1
бо00051529,0
бо00013249,1
бо00049365,0
бо00011147,0
бо00035898,1
бо00019892,0
бо00023970,1
бо00012925,0
бо00004504,0
бо00027151,0
бо00028116,0
бо00012809,0
бо00027035,0
бо00047139,0
бо00048861,0
бо00022604,1
бо00033970,0
бо00035925,1
бо00013737,1
бо00045077,0
бо00035217,0
бо00015971,1
бо00021132,1
бо00016670,0
бо00014906,0
бо00056772,0
бо00000670,0
бо00025351,1
бо00028518,0
бо00060043,1
бо00061032,1
бо00013425,1
бо00059564,0
бо00048049,0
бо00004289,0
бо00059119,0
бо00047866,0
бо00004517,0
бо00042950,1
бо00052187,1
бо00015919,0
бо00019814,0
бо00057999,0
бо00039899,0
бо00061061,0
бо00046122,1
бо00040711,0
бо00054003,0
бо00041377,1
бо00034109,0
бо00032901,0
бо00039936,1
бо00024007,1
бо00048057,1
бо00022519,0
бо00011160,0
бо00055899,0
бо00024847,0
бо00016459,0
бо00014591,0
бо00053627,1
бо00021243,0
бо00036365,1
бо00056192,0
бо00047823,0
бо00016239,0
бо00000319,0
бо00007555,0
бо00026083,1
бо00056084,0
бо00028725,1
бо00044576,0
бо00004139,0
бо00053685,1
бо00058048,1
бо00007557,0
бо00034766,0
бо00036320,1
бо00014087,1
бо00048615,1
бо00030163,0
бо00023679,0
бо00048119,1
бо00030062,0
бо00039175,0
бо00011120,0
бо00018672,1
бо00010879,0
бо00057509,0
бо00024040,0
бо00060529,0
бо00013845,1
бо00040152,0
бо00038133,0
бо00041078,0
бо00012269,0
бо00055583,0
бо00058459,0
бо00043420,0
бо00029092,0
бо00017747,1
бо00050045,1
бо00016507,0
бо00057907,1
бо00025668,1
бо00052739,1
бо00005287,1
бо00058147,0
бо00049802,0
бо00059678,0
бо00044952,0
бо00044181,0
бо00022239,0
бо00017121,0
бо00047600,0
бо00049683,0
бо00038396,0
бо00006526,1
бо00001312,0
бо00029992,0
бо00029563,0
бо00033563,0
бо00042906,1
бо00018987,0
бо00042758,0
бо00033141,0
бо00012337,0
бо00053788,0
бо00048459,0
бо00042910,0
бо00031976,0
бо00037580,0
бо00055216,1
бо00035003,1
бо00000431,0
бо00023748,0
бо00004462,0
бо00053581,0
бо00046657,0
бо00012633,0
бо00028000,0
бо00057425,1
бо00042991,1
бо00028421,0
бо00023455,1
бо00048218,0
бо00006120,0
бо00042602,1
бо00007454,0
бо00055044,1
бо00031892,1
бо00033878,0
бо00057200,0
бо00012739,1
бо00032543,1
бо00045111,0
бо00019267,1
бо00060699,0
бо00054947,1
бо00061007,1
бо00041826,0
бо00029183,0
бо00034967,1
бо00007821,1
бо00011737,0
бо00051568,0
бо00012265,1
бо00014208,0
бо00036028,0
бо00052898,0
бо00052581,1
бо00012730,0
бо00008758,0
бо00007933,1
бо00047806,0
бо00018830,0
бо00039980,0
бо00007360,0
бо00052843,0
бо00021162,0
бо00056833,1
бо00013858,0
бо00007436,1
бо00009433,0
бо00019035,1
бо00036876,0
бо00027848,0
бо00003633,1
бо00026329,0
бо00029119,1
бо00057261,0
бо00049242,1
бо00016341,0
бо00017691,1
бо00034995,0
бо00045540,1
бо00020573,0
бо00040331,0
бо00060853,1
бо00012532,1
бо00016632,1
бо00048564,0
бо00009687,0
бо00000123,0
бо00009267,1
бо00029801,1
бо00002148,1
бо00001071,0
бо00018321,0
бо00061231,1
бо00030677,1
бо00062621,0
бо00019608,1
бо00053229,1
бо00036083,1
бо00043473,1
бо00034402,0
бо00039035,0
бо00056674,0
бо00004158,1
бо00059634,1
бо00050090,0
бо00061342,1
бо00062983,0
бо00013229,1
бо00055156,1
бо00030721,0
бо00054550,1
бо00013685,0
бо00055319,1
бо00059102,0
бо00028367,0
бо00017109,0
бо00015621,0
бо00027302,0
бо00006590,0
бо00042315,1
бо00008481,0
бо00055748,1
бо00056103,1
бо00054192,0
бо00005510,1
бо00011038,0
бо00026377,1
бо00054293,0
бо00019046,1
бо00042369,0
бо00040750,1
бо00048447,0
бо00048312,0
бо00046185,0
бо00044374,0
бо00021970,1
бо00052810,0
бо00047044,0
бо00048871,0
бо00056858,0
бо00044706,0
бо00039680,0
бо00006822,0
бо00047172,0
бо00027702,0
бо00035411,1
бо00031301,1
бо00009660,1
бо00031849,0
бо00024277,0
бо00050648,1
бо00014758,1
бо00051144,1
бо00061370,1
бо00026800,1
бо00049672,0
бо00032187,0
бо00040044,1
бо00026489,0
бо00055460,1
бо00051627,0
бо00045523,1
бо00006151,0
бо00044897,1
бо00014242,0
бо00021937,1
бо00029888,1
бо00005683,1
бо00044836,0
бо00047846,1
бо00054583,1
бо00028885,1
бо00036535,1
бо00047175,0
бо00003151,0
бо00054978,0
бо00037334,0
бо00048137,0
бо00062717,1
бо00028773,1
бо00005211,0
бо00031584,0
бо00054973,0
бо00019160,0
бо00051907,1
бо00056028,1
бо00060649,0
бо00005685,0
бо00047422,0
бо00031925,0
бо00048356,1
бо00045548,0
бо00012255,0
бо00028147,1
бо00019584,0
бо00017628,1
бо00057829,1
бо00007875,0
бо00039305,1
бо00037037,1
бо00008565,0
бо00006107,1
бо00055028,1
бо00040982,1
бо00004658,1
бо00017439,0
бо00042842,1
бо00049410,0
бо00000595,0
бо00053278,1
бо00015027,0
бо00049846,1
бо00020700,0
бо00051107,0
бо00021459,0
бо00036398,1
бо00059178,1
бо00015835,1
бо00028759,0
бо00010964,0
бо00027637,0
бо00001718,1
бо00036162,0
бо00018954,0
бо00045835,0
бо00003942,0
бо00030196,0
бо00018532,1
бо00007505,0
бо00060431,0
бо00042759,1
бо00013699,0
бо00022575,0
бо00046444,0
бо00023039,0
бо00059412,1
бо00022252,0
бо00031497,1
бо00017999,0
бо00023699,1
бо00048285,1
бо00055479,0
бо00041828,0
бо00051886,0
бо00038053,0
бо00050235,1
бо00018738,1
бо00025772,1
бо00003364,1
бо00032380,0
бо00044785,0
бо00020855,0
бо00007996,1
бо00044221,1
бо00015462,0
бо00015083,0
бо00001198,0
бо00016138,1
бо00051277,0
бо00048880,1
бо00059129,1
бо00044773,0
бо00062003,1
бо00059260,0
бо00021205,0
бо00013953,1
бо00010863,0
бо00059632,1
бо00016344,1
бо00054726,0
бо00054374,1
бо00030145,1
бо00061595,1
бо00003293,0
бо00007376,0
бо00030276,0
бо00025914,1
бо00029341,1
бо00040208,0
бо00019490,0
бо00007495,0
бо00038238,0
бо00024931,0
бо00042357,0
бо00049978,0
бо00030955,0
бо00005092,0
бо00061801,0
бо00029712,1
бо00049249,1
бо00046249,0
бо00019697,1
бо00034196,1
бо00026022,1
бо00021587,0
бо00044798,0
бо00048523,0
бо00019171,0
бо00022410,0
бо00024854,0
бо00004048,0
бо00033756,0
бо00026439,0
бо00034482,1
бо00056409,0
бо00043299,0
бо00027802,1
бо00047000,0
бо00045225,0
бо00038590,1
бо00020512,0
бо00058677,1
бо00020690,1
бо00061288,1
бо00044939,0
бо00008535,0
бо00030885,1
бо00002996,1
бо00003130,0
бо00005267,1
бо00018249,0
бо00013355,0
бо00012446,1
бо00030964,1
бо00006378,0
бо00055064,1
бо00028327,0
бо00010125,0
бо00030697,0
бо00054215,0
бо00045664,0
бо00020504,1
бо00015289,0
бо00015660,0
бо00047313,0
бо00012815,0
бо00038189,0
бо00032298,0
бо00031983,0
бо00040821,0
бо00059124,0
бо00043972,1
бо00005403,0
бо00018970,0
бо00006981,0
бо00021063,1
бо00003543,1
бо00043546,0
бо00010315,0
бо00055071,1
бо00060837,1
бо00001848,0
бо00011072,1
бо00016524,1
бо00025312,0
бо00033516,1
бо00040372,0
бо00035991,0
бо00062116,0
бо00022661,0
бо00020587,0
бо00013539,1
бо00031010,1
бо00028859,0
бо00046712,1
бо00001106,0
бо00011341,0
бо00055341,0
бо00025003,0
бо00041445,1
бо00047183,0
бо00005162,0
бо00038828,0
бо00049798,0
бо00014438,1
бо00046011,0
бо00010943,1
бо00014815,1
бо00046479,0
бо00025001,1
бо00058571,0
бо00022048,0
бо00008346,0
бо00019462,0
бо00059286,1
бо00040625,1
бо00034780,0
бо00052332,0
бо00017028,0
бо00042143,0
бо00045825,0
бо00030631,1
бо00000584,0
бо00019089,1
бо00051400,1
бо00001034,0
бо00018610,1
бо00043371,0
бо00006382,0
бо00017581,1
бо00003790,1
бо00042428,0
бо00003382,0
бо00008782,1
бо00020866,0
бо00045629,1
бо00042000,0
бо00034846,0
бо00062672,0
бо00027955,1
бо00038658,0
бо00001914,0
бо00024656,0
бо00039818,0
бо00041229,1
бо00008804,1
бо00014737,0
бо00045568,1
бо00032433,1
бо00042876,1
бо00016983,0
бо00023040,0
бо00017262,1
бо00005585,0
бо00029805,1
бо00057124,1
бо00054011,0
бо00057751,1
бо00028463,1
бо00053874,0
бо00045301,0
бо00045911,1
бо00001737,1
бо00014319,1
бо00017045,0
бо00061505,1
бо00062007,1
бо00051538,0
бо00033784,1
бо00038365,0
бо00023489,1
бо00037999,1
бо00017433,0
бо00043182,0
бо00006358,0
бо00027617,0
бо00031264,0
бо00040660,0
бо00030504,0
бо00061010,0
бо00032431,0
